04/27/11 - 16:47:43; Successful Startup
04/28/11 - 05:57:08; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:09; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:10; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:11; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:12; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:13; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:14; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:15; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:16; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:17; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:19; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:20; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:26; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:27; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:28; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:29; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:30; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:31; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:32; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:33; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:34; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:35; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:36; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:37; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:38; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:39; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:40; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:41; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:42; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:43; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:44; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:45; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:46; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:47; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:48; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:49; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:50; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:51; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:52; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:53; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:54; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:55; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:56; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:57; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:58; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:57:59; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:00; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:01; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:02; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:03; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:04; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:05; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:06; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:07; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:08; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:09; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:10; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:11; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:12; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:13; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:14; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:15; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
04/28/11 - 05:58:17; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to perform arithmetic on field 'pressure' (a nil value)
